"replication","n","kappa","tau","estimator","alpha","W","critical_value","accepted","status"
1,500,0.1,0.1,"Full-GMM",-0.15,4.69942092121403,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",-0.125,8.09152586306788,5.99146454710798,FALSE,"OK"
1,500,0.1,0.1,"Full-GMM",-0.1,9.70200798145181,5.99146454710798,FALSE,"OK"
1,500,0.1,0.1,"Full-GMM",-0.075,6.85376022583454,5.99146454710798,FALSE,"OK"
1,500,0.1,0.1,"Full-GMM",-0.0499999999999999,1.10373206924499,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",-0.0249999999999999,3.67561701071135,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0,0.527070219887521,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.0250000000000001,2.94319012348042,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.05,5.53673994286847,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.075,3.84278429853978,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.1,4.31707078747524,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.125,4.80883412027714,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.15,1.8541458873415,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.175,7.96370498183475,5.99146454710798,FALSE,"OK"
1,500,0.1,0.1,"Full-GMM",0.2,3.64142739539181,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.225,0.666300304623564,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.25,2.95259002155478,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.275,0.804128564845447,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.3,1.92214081999588,5.99146454710798,TRUE,"OK"
1,500,0.1,0.1,"Full-GMM",0.325,0.92571053611143,5.99146454710798,TRUE,"OK"
