"replication","n","kappa","first_stage_F","partial_R2","beta_Z1","beta_Z2","R2_restricted","R2_unrestricted","RSS_restricted","RSS_unrestricted","nested_F","partial_R2_from_model_R2","cov_z1_d_latent","cov_z2_d_latent","status"
9,500,1,156.023774243998,0.390524380030288,0.127623740517897,0.0961203988940097,0.0213965300326827,0.403565043437158,66.0985490009264,40.285454131438,156.023774243998,0.390524380030288,1.1288679856059,0.918254892266233,"OK"
9,500,0.5,28.8772491101488,0.106019314037755,0.0657418144831383,0.0467385353310916,0.0314465797294133,0.134131948955423,62.1119368593997,55.5268719200097,28.8772491101488,0.106019314037755,0.543472945740388,0.454563026947337,"OK"
9,500,0.25,6.11999812556397,0.0245172589196379,0.0314686420469168,0.0233166231959586,0.0338286373839104,0.0575165108419085,63.2833568747502,61.7318224289481,6.11999812556397,0.0245172589196379,0.258621673308159,0.2223214789975,"OK"
9,500,0.1,1.06498570733706,0.0043546123508109,0.0132449279621727,0.00999184483245454,0.0333504606069148,0.0375598446300617,63.9191925788117,63.6408492733541,1.06498570733706,0.00435461235081096,0.0885313851074107,0.0829351810816889,"OK"
10,500,1,90.0429379865991,0.269959059934337,0.0985573588685169,0.0902414985206946,0.0183002232535946,0.283318972121802,63.9791333562645,46.7073866599938,90.0429379865991,0.269959059934337,1.00687859178425,0.86498787544188,"OK"
10,500,0.5,12.8275493476774,0.0500435843916191,0.0418487987664243,0.0377802328475759,0.0243874183794066,0.0732105689412621,61.4324605008314,58.3581599793733,12.8275493476774,0.050043584391619,0.497356844978685,0.361060897339583,"OK"
10,500,0.25,1.19580902194238,0.00488692073118076,0.0166094888612136,0.00646937655012934,0.0250082023001996,0.02977290992911,62.3416697496562,62.0370109513402,1.19580902194238,0.00488692073118076,0.241068460761319,0.112579790987246,"OK"
10,500,0.1,0.459250641731015,0.0018824891473595,0.00282193111850035,-0.01092035772603,0.0240319505407357,0.0258691998020123,63.224224229772,63.1052053138092,0.459250641731015,0.00188248914735941,0.0871356997571278,-0.0361447231022514,"OK"
11,500,1,115.133975788077,0.321034769600614,0.105200193217521,0.0981592661008565,0.00567680843121554,0.324889125145047,65.5045747245271,44.4753286700524,115.133975788077,0.321034769600614,0.939255336390723,1.03605098359346,"OK"
11,500,0.5,20.2712269062152,0.0768515472440923,0.0550167754884032,0.042900521188328,0.0108154432234384,0.0868358069216788,64.0084578383464,59.0893088167613,20.2712269062152,0.0768515472440923,0.519333701655778,0.595226876667862,"OK"
11,500,0.25,4.46434138853991,0.0180039652618626,0.0301500677806001,0.0154469828630928,0.0153011050066439,0.0330295897054989,63.5983200110431,62.4532980668515,4.46434138853991,0.0180039652618626,0.286883225341685,0.345211082695978,"OK"
11,500,0.1,0.934142111475953,0.00382165152300995,0.015865703330941,-0.000942987067904744,0.0169196355858762,0.0206766261577805,63.5552469850332,63.3123609785976,0.934142111475953,0.00382165152300991,0.145061215529922,0.192105968984587,"OK"
