"replication","tau","estimator","component_id","first_accepted_alpha","last_accepted_alpha","n_gridpoints"
3,0.5,"Full-GMM",5,-36,-35.8,2
3,0.5,"Full-GMM",6,-35,-34.6,3
3,0.5,"Full-GMM",7,-33.2,-33.2,1
3,0.5,"Full-GMM",8,-32.8,-32.8,1
3,0.5,"Full-GMM",9,-32.4,-32.4,1
3,0.5,"Full-GMM",10,-31.4,-31.4,1
3,0.5,"Full-GMM",11,-31,-30.4,4
3,0.5,"Full-GMM",12,-29.6,-29.6,1
3,0.5,"Full-GMM",13,-25.6,-25.6,1
3,0.5,"Full-GMM",14,-25.2,-25.2,1
3,0.5,"Full-GMM",15,-24.6,-24.6,1
3,0.5,"Full-GMM",16,-23.8,-23.6,2
3,0.5,"Full-GMM",17,-23,-23,1
3,0.5,"Full-GMM",18,-21.6,-21.6,1
3,0.5,"Full-GMM",19,-21.2,-21.2,1
3,0.5,"Full-GMM",20,-20.8,-20.8,1
3,0.5,"Full-GMM",21,-20.4,-20.4,1
3,0.5,"Full-GMM",22,-20,-19.6,3
3,0.5,"Full-GMM",23,-19,-19,1
3,0.5,"Full-GMM",24,-18.2,-18.2,1
3,0.5,"Full-GMM",25,-17.8,-17.6,2
3,0.5,"Full-GMM",26,-16.4,-16.4,1
3,0.5,"Full-GMM",27,-16,-16,1
3,0.5,"Full-GMM",28,-14.8,-14.4,3
3,0.5,"Full-GMM",29,-13.4,-13.4,1
3,0.5,"Full-GMM",30,-10.8,-10.8,1
3,0.5,"Full-GMM",31,-10.2,-10.2,1
3,0.5,"Full-GMM",32,-9.6,-9.4,2
3,0.5,"Full-GMM",33,-8.6,-8.6,1
3,0.5,"Full-GMM",34,-6.2,-5.8,3
3,0.5,"Full-GMM",35,-5.2,-4.6,4
3,0.5,"Full-GMM",36,-4.2,-4.2,1
3,0.5,"Full-GMM",37,-2,-1.8,2
3,0.5,"Full-GMM",38,-1,-0.599999999999994,3
3,0.5,"Full-GMM",39,-0.199999999999996,0,2
3,0.5,"Full-GMM",40,0.400000000000006,6.2,30
3,0.5,"Full-GMM",41,6.6,9.6,16
3,0.5,"Full-GMM",42,10,13.4,18
3,0.5,"Full-GMM",43,13.8,13.8,1
3,0.5,"Full-GMM",44,14.4,14.8,3
3,0.5,"Full-GMM",45,15.2,15.2,1
3,0.5,"Full-GMM",46,15.6,16,3
3,0.5,"Full-GMM",47,16.6,18.4,10
3,0.5,"Full-GMM",48,19,20,6
3,0.5,"Full-GMM",49,20.8,20.8,1
3,0.5,"Full-GMM",50,21.2,21.4,2
3,0.5,"Full-GMM",51,21.8,26.2,23
3,0.5,"Full-GMM",52,26.6,27,3
3,0.5,"Full-GMM",53,28,29.4,8
3,0.5,"Full-GMM",54,29.8,29.8,1
3,0.5,"Full-GMM",55,30.2,30.6,3
3,0.5,"Full-GMM",56,31,31.4,3
3,0.5,"Full-GMM",57,32.4,32.8,3
3,0.5,"Full-GMM",58,33.2,33.2,1
3,0.5,"Full-GMM",59,34.4,34.4,1
3,0.5,"Full-GMM",60,35,35,1
3,0.5,"Full-GMM",61,35.6,36.2,4
3,0.5,"Full-GMM",62,36.6,37.4,5
3,0.5,"Full-GMM",63,37.8,37.8,1
3,0.5,"Full-GMM",64,38.2,38.2,1
3,0.5,"Full-GMM",65,38.6,39,3
3,0.5,"Full-GMM",66,39.4,39.8,3
3,0.5,"DML-IVQR",1,-33.2,-33,2
3,0.5,"DML-IVQR",2,-31.4,-31.2,2
3,0.5,"DML-IVQR",3,-28,-27.6,3
3,0.5,"DML-IVQR",4,-18.2,-17.8,3
3,0.5,"DML-IVQR",5,-17.4,-17.2,2
3,0.5,"DML-IVQR",6,-16.8,-16.2,4
3,0.5,"DML-IVQR",7,-12,-12,1
3,0.5,"DML-IVQR",8,-1,40,206
3,0.9,"Oracle-GMM",1,-40,40,401
3,0.9,"Full-GMM",1,-40,-28.2,60
3,0.9,"Full-GMM",2,-27.8,-26.4,8
3,0.9,"Full-GMM",3,-26,-25.2,5
3,0.9,"Full-GMM",4,-24.8,-21.2,19
3,0.9,"Full-GMM",5,-20.8,-20,5
3,0.9,"Full-GMM",6,-19.6,-18.2,8
3,0.9,"Full-GMM",7,-17.8,-17,5
3,0.9,"Full-GMM",8,-16.6,-10.2,33
3,0.9,"Full-GMM",9,-9.8,-9.8,1
3,0.9,"Full-GMM",10,-9.2,-9.2,1
3,0.9,"Full-GMM",11,-8.8,0.200000000000003,46
3,0.9,"Full-GMM",12,0.600000000000001,3.8,17
3,0.9,"Full-GMM",13,4.2,20.2,81
3,0.9,"Full-GMM",14,20.6,40,98
3,0.9,"DML-IVQR",1,-26,-24.6,8
3,0.9,"DML-IVQR",2,-23.8,-23.8,1
3,0.9,"DML-IVQR",3,-23.4,-23.2,2
3,0.9,"DML-IVQR",4,-22.8,-22.4,3
3,0.9,"DML-IVQR",5,-22,-22,1
3,0.9,"DML-IVQR",6,-21.2,-21.2,1
3,0.9,"DML-IVQR",7,-20.6,-20.2,3
3,0.9,"DML-IVQR",8,-19.6,-19.6,1
3,0.9,"DML-IVQR",9,-18.2,-18.2,1
3,0.9,"DML-IVQR",10,-17.8,-17,5
3,0.9,"DML-IVQR",11,-16.4,-16.4,1
3,0.9,"DML-IVQR",12,-16,-15.8,2
3,0.9,"DML-IVQR",13,-14.8,-14.6,2
3,0.9,"DML-IVQR",14,-11.4,-10.6,5
3,0.9,"DML-IVQR",15,-9.8,-9.6,2
3,0.9,"DML-IVQR",16,-8.4,-5.6,15
3,0.9,"DML-IVQR",17,-5,40,226
4,0.1,"Oracle-GMM",1,-40,3.40000000000001,218
4,0.1,"Oracle-GMM",2,3.8,4,2
4,0.1,"Oracle-GMM",3,4.40000000000001,4.6,2
4,0.1,"Oracle-GMM",4,5,5.40000000000001,3
4,0.1,"Oracle-GMM",5,5.8,40,172
4,0.1,"Full-GMM",1,-40,-36.6,18
4,0.1,"Full-GMM",2,-36.2,-34.8,8
4,0.1,"Full-GMM",3,-34.4,-30.2,22
4,0.1,"Full-GMM",4,-29.8,-28.6,7
4,0.1,"Full-GMM",5,-28.2,-25.2,16
4,0.1,"Full-GMM",6,-24.8,-18,35
4,0.1,"Full-GMM",7,-17.4,-17.4,1
4,0.1,"Full-GMM",8,-17,-17,1
4,0.1,"Full-GMM",9,-16.6,-12.4,22
4,0.1,"Full-GMM",10,-12,-10.8,7
4,0.1,"Full-GMM",11,-10.4,-9.6,5
4,0.1,"Full-GMM",12,-9,-8.2,5
4,0.1,"Full-GMM",13,-7.8,-7.2,4
4,0.1,"Full-GMM",14,-6.8,-6.6,2
4,0.1,"Full-GMM",15,-6.2,-6,2
4,0.1,"Full-GMM",16,-5.6,-5.4,2
4,0.1,"Full-GMM",17,-5,-4.8,2
4,0.1,"Full-GMM",18,-4.4,-4,3
4,0.1,"Full-GMM",19,-3.6,-3.6,1
4,0.1,"Full-GMM",20,-3.2,-3.2,1
4,0.1,"Full-GMM",21,-2.8,-2.6,2
4,0.1,"Full-GMM",22,-2.2,-1.2,6
4,0.1,"Full-GMM",23,-0.599999999999994,5.6,32
4,0.1,"Full-GMM",24,6,6.2,2
4,0.1,"Full-GMM",25,6.8,9.8,16
4,0.1,"Full-GMM",26,10.2,12,10
4,0.1,"Full-GMM",27,12.4,13.4,6
4,0.1,"Full-GMM",28,13.8,14,2
4,0.1,"Full-GMM",29,14.4,14.4,1
4,0.1,"Full-GMM",30,14.8,15.2,3
4,0.1,"Full-GMM",31,15.8,16.4,4
4,0.1,"Full-GMM",32,16.8,18,7
4,0.1,"Full-GMM",33,18.4,23.8,28
4,0.1,"Full-GMM",34,24.2,27.8,19
4,0.1,"Full-GMM",35,28.2,29.2,6
4,0.1,"Full-GMM",36,29.6,31.2,9
4,0.1,"Full-GMM",37,31.6,31.6,1
4,0.1,"Full-GMM",38,32,32.4,3
4,0.1,"Full-GMM",39,32.8,34.6,10
4,0.1,"Full-GMM",40,35,35.8,5
4,0.1,"Full-GMM",41,36.4,37.8,8
4,0.1,"Full-GMM",42,38.2,40,10
4,0.1,"DML-IVQR",1,-0.599999999999994,-0.599999999999994,1
4,0.1,"DML-IVQR",2,-0.199999999999996,6.6,35
4,0.1,"DML-IVQR",3,8,8,1
4,0.1,"DML-IVQR",4,8.40000000000001,8.8,3
4,0.1,"DML-IVQR",5,10,10.2,2
4,0.1,"DML-IVQR",6,10.6,10.6,1
4,0.1,"DML-IVQR",7,11.2,11.2,1
4,0.1,"DML-IVQR",8,11.8,11.8,1
4,0.1,"DML-IVQR",9,12.4,13.4,6
4,0.1,"DML-IVQR",10,14.2,40,130
4,0.5,"Oracle-GMM",1,-40,1.8,210
4,0.5,"Oracle-GMM",2,2.40000000000001,3,4
4,0.5,"Oracle-GMM",3,3.6,40,183
4,0.5,"Full-GMM",1,-39.6,-39.6,1
4,0.5,"Full-GMM",2,-39,-39,1
4,0.5,"Full-GMM",3,-38.6,-38.4,2
4,0.5,"Full-GMM",4,-37.4,-37.2,2
4,0.5,"Full-GMM",5,-36.6,-36.6,1
4,0.5,"Full-GMM",6,-36.2,-36,2
4,0.5,"Full-GMM",7,-35.4,-35,3
4,0.5,"Full-GMM",8,-34.2,-33.6,4
4,0.5,"Full-GMM",9,-33.2,-33.2,1
4,0.5,"Full-GMM",10,-32.6,-32.6,1
4,0.5,"Full-GMM",11,-32,-31.8,2
4,0.5,"Full-GMM",12,-31.4,-31.2,2
4,0.5,"Full-GMM",13,-30,-29.8,2
4,0.5,"Full-GMM",14,-29.4,-29.4,1
4,0.5,"Full-GMM",15,-28.8,-28.8,1
4,0.5,"Full-GMM",16,-28,-27.8,2
4,0.5,"Full-GMM",17,-26.8,-26.8,1
4,0.5,"Full-GMM",18,-25.2,-25.2,1
4,0.5,"Full-GMM",19,-24.8,-24.8,1
4,0.5,"Full-GMM",20,-23.8,-23.2,4
4,0.5,"Full-GMM",21,-22.6,-22.6,1
4,0.5,"Full-GMM",22,-21.6,-21.6,1
4,0.5,"Full-GMM",23,-21.2,-21.2,1
4,0.5,"Full-GMM",24,-20.6,-20.6,1
4,0.5,"Full-GMM",25,-20.2,-19.8,3
4,0.5,"Full-GMM",26,-19.4,-19.2,2
4,0.5,"Full-GMM",27,-18.4,-18.2,2
4,0.5,"Full-GMM",28,-17.8,-17.6,2
4,0.5,"Full-GMM",29,-17.2,-17,2
4,0.5,"Full-GMM",30,-16.4,-15.8,4
4,0.5,"Full-GMM",31,-15.4,-15,3
4,0.5,"Full-GMM",32,-14.4,-14.2,2
4,0.5,"Full-GMM",33,-13.8,-13.2,4
4,0.5,"Full-GMM",34,-12.8,-12.8,1
4,0.5,"Full-GMM",35,-12.4,-12.4,1
4,0.5,"Full-GMM",36,-11.8,-11.4,3
4,0.5,"Full-GMM",37,-10.8,-9.8,6
4,0.5,"Full-GMM",38,-9.4,-9,3
4,0.5,"Full-GMM",39,-8.6,-8.6,1
4,0.5,"Full-GMM",40,-8,-8,1
4,0.5,"Full-GMM",41,-7.6,-7.6,1
4,0.5,"Full-GMM",42,-5.8,-5.8,1
4,0.5,"Full-GMM",43,-5.4,-5.2,2
4,0.5,"Full-GMM",44,-4.4,-4.4,1
4,0.5,"Full-GMM",45,-3.6,-2.2,8
4,0.5,"Full-GMM",46,-1.8,1.8,19
4,0.5,"Full-GMM",47,2.6,3.6,6
4,0.5,"Full-GMM",48,4,4.6,4
4,0.5,"Full-GMM",49,5.2,6,5
4,0.5,"Full-GMM",50,6.6,6.8,2
4,0.5,"Full-GMM",51,7.40000000000001,7.6,2
4,0.5,"Full-GMM",52,8,8.6,4
4,0.5,"Full-GMM",53,9,9.8,5
4,0.5,"Full-GMM",54,10.2,10.6,3
4,0.5,"Full-GMM",55,11,11.4,3
4,0.5,"Full-GMM",56,11.8,12,2
4,0.5,"Full-GMM",57,12.4,12.6,2
4,0.5,"Full-GMM",58,13,15.2,12
4,0.5,"Full-GMM",59,15.6,20.6,26
4,0.5,"Full-GMM",60,21,22.8,10
4,0.5,"Full-GMM",61,23.4,24.4,6
4,0.5,"Full-GMM",62,24.8,24.8,1
4,0.5,"Full-GMM",63,25.8,25.8,1
4,0.5,"Full-GMM",64,26.4,26.4,1
4,0.5,"Full-GMM",65,26.8,27.6,5
4,0.5,"Full-GMM",66,28.4,28.4,1
4,0.5,"Full-GMM",67,29,29.4,3
4,0.5,"Full-GMM",68,29.8,29.8,1
4,0.5,"Full-GMM",69,30.2,30.4,2
4,0.5,"Full-GMM",70,30.8,30.8,1
4,0.5,"Full-GMM",71,31.2,31.4,2
4,0.5,"Full-GMM",72,32.6,33,3
4,0.5,"Full-GMM",73,33.4,33.6,2
4,0.5,"Full-GMM",74,34.2,34.2,1
4,0.5,"Full-GMM",75,34.6,34.6,1
4,0.5,"Full-GMM",76,35.2,35.8,4
4,0.5,"Full-GMM",77,36.2,36.6,3
4,0.5,"Full-GMM",78,37,37.2,2
4,0.5,"Full-GMM",79,37.8,37.8,1
4,0.5,"Full-GMM",80,38.2,38.2,1
4,0.5,"Full-GMM",81,38.8,38.8,1
4,0.5,"Full-GMM",82,39.2,39.4,2
4,0.5,"Full-GMM",83,39.8,39.8,1
4,0.5,"DML-IVQR",1,-8,-8,1
4,0.5,"DML-IVQR",2,-7.2,-7,2
4,0.5,"DML-IVQR",3,-6.6,-6.6,1
4,0.5,"DML-IVQR",4,-6,-5.2,5
4,0.5,"DML-IVQR",5,-4.6,-3.4,7
4,0.5,"DML-IVQR",6,-3,1.8,25
4,0.5,"DML-IVQR",7,2.6,5.2,14
4,0.5,"DML-IVQR",8,6.40000000000001,40,169
4,0.9,"Oracle-GMM",1,-40,-22,91
4,0.9,"Oracle-GMM",2,-21.6,-17.8,20
4,0.9,"Oracle-GMM",3,-17.4,-17.2,2
4,0.9,"Oracle-GMM",4,-16.8,-16.4,3
4,0.9,"Oracle-GMM",5,-16,-15.6,3
4,0.9,"Oracle-GMM",6,-15,-9.8,27
4,0.9,"Oracle-GMM",7,-9.4,-8.2,7
4,0.9,"Oracle-GMM",8,-7.8,-5.4,13
4,0.9,"Oracle-GMM",9,-4.8,-3.2,9
4,0.9,"Oracle-GMM",10,-2.8,40,215
4,0.9,"Full-GMM",1,-40,-34.8,27
4,0.9,"Full-GMM",2,-34.4,-33,8
4,0.9,"Full-GMM",3,-32.6,-32.2,3
4,0.9,"Full-GMM",4,-31.8,-31.4,3
4,0.9,"Full-GMM",5,-31,-30.4,4
4,0.9,"Full-GMM",6,-30,-30,1
4,0.9,"Full-GMM",7,-29.6,-18.8,55
4,0.9,"Full-GMM",8,-18.4,-15.2,17
4,0.9,"Full-GMM",9,-14.8,-13.8,6
4,0.9,"Full-GMM",10,-13.4,-10.6,15
4,0.9,"Full-GMM",11,-10.2,-8.4,10
4,0.9,"Full-GMM",12,-8,-6.2,10
4,0.9,"Full-GMM",13,-5.8,-4.2,9
4,0.9,"Full-GMM",14,-3.6,-3.2,3
4,0.9,"Full-GMM",15,-2.8,-2.6,2
4,0.9,"Full-GMM",16,-1.59999999999999,-1.2,3
4,0.9,"Full-GMM",17,-0.799999999999997,1.6,13
4,0.9,"Full-GMM",18,2,5,16
4,0.9,"Full-GMM",19,5.6,5.6,1
4,0.9,"Full-GMM",20,6,9,16
4,0.9,"Full-GMM",21,9.40000000000001,11.8,13
4,0.9,"Full-GMM",22,12.2,15.8,19
4,0.9,"Full-GMM",23,16.2,17.4,7
4,0.9,"Full-GMM",24,17.8,20.6,15
4,0.9,"Full-GMM",25,21,23.6,14
4,0.9,"Full-GMM",26,24,25,6
4,0.9,"Full-GMM",27,25.6,28,13
4,0.9,"Full-GMM",28,28.4,31.2,15
4,0.9,"Full-GMM",29,31.6,34.6,16
4,0.9,"Full-GMM",30,35,35.2,2
4,0.9,"Full-GMM",31,35.8,36.8,6
4,0.9,"Full-GMM",32,37.2,40,15
4,0.9,"DML-IVQR",1,-40,-18.4,109
4,0.9,"DML-IVQR",2,-18,-16.4,9
4,0.9,"DML-IVQR",3,-16,-10.6,28
4,0.9,"DML-IVQR",4,-10.2,-6.2,21
4,0.9,"DML-IVQR",5,-5.8,0.200000000000003,31
4,0.9,"DML-IVQR",6,0.600000000000001,40,198
5,0.1,"Oracle-GMM",1,-40,40,401
5,0.1,"Full-GMM",1,-40,10,251
5,0.1,"Full-GMM",2,10.4,40,149
5,0.1,"DML-IVQR",1,-40,9.8,250
5,0.1,"DML-IVQR",2,10.6,10.6,1
5,0.1,"DML-IVQR",3,11.6,11.6,1
5,0.1,"DML-IVQR",4,12.4,13.6,7
5,0.1,"DML-IVQR",5,14,16,11
5,0.1,"DML-IVQR",6,16.4,22.8,33
5,0.1,"DML-IVQR",7,23.2,23.4,2
5,0.1,"DML-IVQR",8,23.8,23.8,1
5,0.1,"DML-IVQR",9,24.4,24.4,1
5,0.1,"DML-IVQR",10,24.8,24.8,1
5,0.1,"DML-IVQR",11,25.8,26.6,5
5,0.1,"DML-IVQR",12,27,40,66
5,0.5,"Oracle-GMM",1,-40,40,401
5,0.5,"Full-GMM",1,-40,40,401
5,0.5,"DML-IVQR",1,-40,-36.4,19
5,0.5,"DML-IVQR",2,-36,-31.2,25
5,0.5,"DML-IVQR",3,-30.8,-30.8,1
5,0.5,"DML-IVQR",4,-30,-28.6,8
5,0.5,"DML-IVQR",5,-26.8,-26.8,1
5,0.5,"DML-IVQR",6,-26.4,-24.8,9
5,0.5,"DML-IVQR",7,-24.4,-20.4,21
5,0.5,"DML-IVQR",8,-20,-19.2,5
5,0.5,"DML-IVQR",9,-14.4,-14.4,1
5,0.5,"DML-IVQR",10,-10.8,-10.8,1
5,0.5,"DML-IVQR",11,-9.8,-8.4,8
5,0.5,"DML-IVQR",12,-7.8,-6.6,7
5,0.5,"DML-IVQR",13,-6.2,-6,2
5,0.5,"DML-IVQR",14,-5.6,-4.4,7
5,0.5,"DML-IVQR",15,-4,40,221
5,0.9,"Oracle-GMM",1,-40,40,401
5,0.9,"Full-GMM",1,-40,-3.6,183
5,0.9,"Full-GMM",2,-3.2,0.600000000000001,20
5,0.9,"Full-GMM",3,1.2,2.2,6
5,0.9,"Full-GMM",4,2.6,40,188
5,0.9,"DML-IVQR",1,-40,-9.2,155
5,0.9,"DML-IVQR",2,-8.4,-8,3
5,0.9,"DML-IVQR",3,-7.2,-7,2
5,0.9,"DML-IVQR",4,-6.6,-6.4,2
5,0.9,"DML-IVQR",5,-6,-6,1
5,0.9,"DML-IVQR",6,-5.4,-5,3
5,0.9,"DML-IVQR",7,-2.2,-2.2,1
5,0.9,"DML-IVQR",8,-1.59999999999999,-0.599999999999994,6
5,0.9,"DML-IVQR",9,0,0.400000000000006,3
5,0.9,"DML-IVQR",10,0.800000000000004,40,197
6,0.1,"Oracle-GMM",1,-40,0.800000000000004,205
6,0.1,"Oracle-GMM",2,1.2,40,195
6,0.1,"Full-GMM",1,-40,-33.6,33
6,0.1,"Full-GMM",2,-33.2,-29.8,18
6,0.1,"Full-GMM",3,-29.4,-29,3
6,0.1,"Full-GMM",4,-28.4,-22.6,30
6,0.1,"Full-GMM",5,-22.2,3.6,130
6,0.1,"Full-GMM",6,4,5.40000000000001,8
6,0.1,"Full-GMM",7,5.8,6,2
6,0.1,"Full-GMM",8,6.40000000000001,14.8,43
6,0.1,"Full-GMM",9,15.2,15.4,2
6,0.1,"Full-GMM",10,15.8,17.4,9
6,0.1,"Full-GMM",11,17.8,17.8,1
6,0.1,"Full-GMM",12,18.2,18.8,4
6,0.1,"Full-GMM",13,20.4,22,9
6,0.1,"Full-GMM",14,22.4,22.8,3
6,0.1,"Full-GMM",15,23.2,24.8,9
6,0.1,"Full-GMM",16,25.2,26.4,7
6,0.1,"Full-GMM",17,26.8,27.4,4
6,0.1,"Full-GMM",18,27.8,32.8,26
6,0.1,"Full-GMM",19,33.2,33.2,1
6,0.1,"Full-GMM",20,34,34.2,2
6,0.1,"Full-GMM",21,34.6,38.6,21
6,0.1,"Full-GMM",22,39,40,6
6,0.1,"DML-IVQR",1,-1.59999999999999,7.2,45
6,0.1,"DML-IVQR",2,8.6,8.6,1
6,0.1,"DML-IVQR",3,9.8,9.8,1
6,0.1,"DML-IVQR",4,20.6,20.6,1
6,0.1,"DML-IVQR",5,21,40,96
6,0.5,"Oracle-GMM",1,-40,40,401
6,0.5,"Full-GMM",1,-40,-40,1
6,0.5,"Full-GMM",2,-39.4,-39.4,1
6,0.5,"Full-GMM",3,-39,-38.8,2
6,0.5,"Full-GMM",4,-38.4,-38.2,2
6,0.5,"Full-GMM",5,-37.8,-37.8,1
6,0.5,"Full-GMM",6,-37.4,-37,3
6,0.5,"Full-GMM",7,-36.6,-36.2,3
6,0.5,"Full-GMM",8,-35.8,-34.8,6
6,0.5,"Full-GMM",9,-34.4,-33.4,6
6,0.5,"Full-GMM",10,-32.8,-32.4,3
6,0.5,"Full-GMM",11,-32,-31.8,2
6,0.5,"Full-GMM",12,-31.4,-30.8,4
6,0.5,"Full-GMM",13,-30.4,-29.8,4
6,0.5,"Full-GMM",14,-29.4,-29.4,1
6,0.5,"Full-GMM",15,-29,-29,1
6,0.5,"Full-GMM",16,-28.6,-28,4
6,0.5,"Full-GMM",17,-27.6,-27.6,1
6,0.5,"Full-GMM",18,-27.2,-26.6,4
6,0.5,"Full-GMM",19,-26.2,-26,2
6,0.5,"Full-GMM",20,-25.4,-25.2,2
6,0.5,"Full-GMM",21,-24.8,-24.4,3
6,0.5,"Full-GMM",22,-23.8,-23.2,4
6,0.5,"Full-GMM",23,-22.8,-22.6,2
6,0.5,"Full-GMM",24,-22.2,-22.2,1
6,0.5,"Full-GMM",25,-21.6,-21.4,2
6,0.5,"Full-GMM",26,-20.8,-20.6,2
6,0.5,"Full-GMM",27,-20.2,-19.8,3
6,0.5,"Full-GMM",28,-19.4,-19.2,2
6,0.5,"Full-GMM",29,-18.8,-18.2,4
6,0.5,"Full-GMM",30,-17.8,-17.6,2
6,0.5,"Full-GMM",31,-17.2,-17.2,1
6,0.5,"Full-GMM",32,-16.6,-16.6,1
6,0.5,"Full-GMM",33,-16.2,-16,2
6,0.5,"Full-GMM",34,-15.6,-15.4,2
6,0.5,"Full-GMM",35,-13.4,-13.4,1
6,0.5,"Full-GMM",36,-12.6,-12.6,1
6,0.5,"Full-GMM",37,-12.2,-12,2
6,0.5,"Full-GMM",38,-11.4,-11.2,2
6,0.5,"Full-GMM",39,-10.8,-10.8,1
6,0.5,"Full-GMM",40,-10.2,-10.2,1
6,0.5,"Full-GMM",41,-9.6,-9.4,2
6,0.5,"Full-GMM",42,-8,-8,1
6,0.5,"Full-GMM",43,-7.2,-7.2,1
6,0.5,"Full-GMM",44,-5,-4.6,3
6,0.5,"Full-GMM",45,-3.8,-3.6,2
6,0.5,"Full-GMM",46,-3.2,-1.8,8
6,0.5,"Full-GMM",47,-1.4,-1.4,1
6,0.5,"Full-GMM",48,-0.799999999999997,-0.599999999999994,2
6,0.5,"Full-GMM",49,-0.199999999999996,5.2,28
6,0.5,"Full-GMM",50,5.6,6.40000000000001,5
6,0.5,"Full-GMM",51,6.8,7.2,3
6,0.5,"Full-GMM",52,7.6,7.8,2
6,0.5,"Full-GMM",53,8.6,9,3
6,0.5,"Full-GMM",54,9.40000000000001,9.40000000000001,1
6,0.5,"Full-GMM",55,9.8,10,2
6,0.5,"Full-GMM",56,10.6,10.8,2
6,0.5,"Full-GMM",57,11.2,11.2,1
6,0.5,"Full-GMM",58,13.6,13.8,2
6,0.5,"Full-GMM",59,14.8,14.8,1
6,0.5,"Full-GMM",60,15.8,15.8,1
6,0.5,"Full-GMM",61,16.6,16.6,1
6,0.5,"Full-GMM",62,17.4,17.6,2
6,0.5,"Full-GMM",63,18,18.2,2
6,0.5,"Full-GMM",64,19.2,19.2,1
6,0.5,"Full-GMM",65,20.8,20.8,1
6,0.5,"Full-GMM",66,21.4,21.6,2
6,0.5,"Full-GMM",67,22,22.4,3
6,0.5,"Full-GMM",68,22.8,22.8,1
6,0.5,"Full-GMM",69,23.2,24.4,7
6,0.5,"Full-GMM",70,24.8,26.8,11
6,0.5,"Full-GMM",71,27.2,27.2,1
6,0.5,"Full-GMM",72,28.4,28.4,1
6,0.5,"Full-GMM",73,29.2,29.4,2
6,0.5,"Full-GMM",74,30,30,1
6,0.5,"Full-GMM",75,30.4,30.4,1
6,0.5,"Full-GMM",76,30.8,30.8,1
6,0.5,"Full-GMM",77,31.4,32,4
6,0.5,"Full-GMM",78,32.4,32.4,1
6,0.5,"Full-GMM",79,33,33.2,2
6,0.5,"Full-GMM",80,33.6,33.6,1
6,0.5,"Full-GMM",81,34.6,34.6,1
6,0.5,"Full-GMM",82,35.2,35.4,2
6,0.5,"Full-GMM",83,36.6,36.8,2
6,0.5,"Full-GMM",84,37.4,37.6,2
6,0.5,"Full-GMM",85,38.2,38.2,1
6,0.5,"Full-GMM",86,39,39,1
6,0.5,"Full-GMM",87,39.4,40,4
6,0.5,"DML-IVQR",1,-40,40,401
6,0.9,"Oracle-GMM",1,-40,40,401
6,0.9,"Full-GMM",1,-40,-40,1
6,0.9,"Full-GMM",2,-39.6,-35.2,23
6,0.9,"Full-GMM",3,-34.8,-31.6,17
6,0.9,"Full-GMM",4,-31.2,-28.4,15
6,0.9,"Full-GMM",5,-28,-19.6,43
6,0.9,"Full-GMM",6,-19.2,-13.4,30
6,0.9,"Full-GMM",7,-13,-10.2,15
6,0.9,"Full-GMM",8,-9.6,-8.2,8
6,0.9,"Full-GMM",9,-7.8,2,50
6,0.9,"Full-GMM",10,2.40000000000001,4.2,10
6,0.9,"Full-GMM",11,4.6,4.8,2
6,0.9,"Full-GMM",12,5.40000000000001,6.8,8
6,0.9,"Full-GMM",13,7.2,10.8,19
6,0.9,"Full-GMM",14,11.2,27,80
6,0.9,"Full-GMM",15,27.4,30.2,15
6,0.9,"Full-GMM",16,30.6,30.6,1
6,0.9,"Full-GMM",17,31,31.8,5
6,0.9,"Full-GMM",18,32.2,33.4,7
6,0.9,"Full-GMM",19,33.8,33.8,1
6,0.9,"Full-GMM",20,34.2,36.8,14
6,0.9,"Full-GMM",21,37.2,38.4,7
6,0.9,"Full-GMM",22,39,39.2,2
6,0.9,"Full-GMM",23,39.6,40,3
6,0.9,"DML-IVQR",1,-40,35.8,380
6,0.9,"DML-IVQR",2,36.2,38.8,14
6,0.9,"DML-IVQR",3,39.2,39.4,2
6,0.9,"DML-IVQR",4,39.8,39.8,1
7,0.1,"Oracle-GMM",1,-40,1,206
7,0.1,"Oracle-GMM",2,1.40000000000001,1.6,2
7,0.1,"Oracle-GMM",3,2.40000000000001,2.40000000000001,1
7,0.1,"Oracle-GMM",4,5.6,5.6,1
7,0.1,"Oracle-GMM",5,7.40000000000001,7.40000000000001,1
7,0.1,"Oracle-GMM",6,7.8,7.8,1
7,0.1,"Oracle-GMM",7,8.2,8.8,4
7,0.1,"Oracle-GMM",8,9.2,9.2,1
7,0.1,"Oracle-GMM",9,9.8,9.8,1
7,0.1,"Oracle-GMM",10,13.6,13.6,1
7,0.1,"Oracle-GMM",11,15.4,15.4,1
7,0.1,"Oracle-GMM",12,15.8,16,2
7,0.1,"Oracle-GMM",13,17.2,17.2,1
7,0.1,"Oracle-GMM",14,18,18,1
7,0.1,"Oracle-GMM",15,22.2,22.2,1
7,0.1,"Oracle-GMM",16,23.2,23.2,1
7,0.1,"Oracle-GMM",17,23.8,23.8,1
7,0.1,"Oracle-GMM",18,24.4,24.4,1
7,0.1,"Oracle-GMM",19,24.8,25.2,3
7,0.1,"Oracle-GMM",20,25.6,25.6,1
7,0.1,"Oracle-GMM",21,26,26,1
7,0.1,"Oracle-GMM",22,27,28.4,8
7,0.1,"Oracle-GMM",23,28.8,29.8,6
7,0.1,"Oracle-GMM",24,30.4,31.4,6
